RECORDED=2021-01-07--11:47:21
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,Sensor4,acc,depth
42498,2641,4,989,4,,
42499,2644,5,988,4,,
42500,2642,5,989,3,,
42501,2645,4,988,4,,
42502,2643,6,986,6,,
42503,2644,5,988,4,,
42504,2642,5,988,3,,
42505,2646,6,990,5,,
42506,2643,4,988,3,,
42507,2646,5,987,3,,
42508,2642,5,987,4,,
42509,2645,5,988,3,,
42510,2645,6,988,5,,
42511,2643,5,987,4,,
42512,2642,6,988,4,,
42513,2646,4,987,4,,
42514,2644,5,988,4,,
42515,2644,4,987,4,,
42516,2643,5,987,3,,
42517,2646,6,989,5,,
42518,2644,4,989,3,,
42519,2642,5,988,4,,
42520,2644,5,989,3,,
42521,2644,5,987,3,,
42522,2644,4,988,3,,
42523,2643,5,986,4,,
42524,2644,5,990,4,,
42525,2645,6,989,4,,
42526,2643,5,989,4,,
42527,2643,5,989,5,,
42528,2643,4,990,4,,
42529,2643,4,989,4,,
42530,2645,5,991,4,,
42531,2645,4,988,4,,
42532,2646,5,990,4,,
42533,2643,4,988,4,,
42534,2640,5,987,4,,
42535,2646,5,990,4,,
42536,2645,4,989,4,,
42537,2650,5,987,3,,
42538,2647,1,987,3,,
42539,2646,5,987,4,,
42540,2644,5,987,4,,
42541,2645,6,988,5,,
42542,2643,4,989,4,,
42543,2646,5,989,4,,
42544,2643,5,989,4,,
42545,2646,4,988,3,,
42546,2643,4,989,4,,
42547,2641,8,988,4,,
42548,2647,5,986,4,,
42549,2647,6,989,5,,
42550,2648,5,989,4,,
42551,2643,6,988,4,,
42552,2645,5,989,3,,
42553,2646,5,989,3,,
42554,2643,4,989,3,,
42555,2643,5,987,5,,
42556,2646,4,989,4,,
42557,2644,6,989,6,,
42558,2647,4,990,4,,
42559,2646,6,988,4,,
42560,2645,5,989,3,,
42561,2645,6,988,3,,
42562,2646,4,990,3,,
42563,2644,5,987,4,,
42564,2646,5,990,4,,
42565,2644,4,987,4,,
42566,2643,5,986,3,,
42567,2643,4,989,4,,
42568,2642,8,985,3,,
42569,2644,5,987,4,,
42570,2643,5,988,4,,
42571,2646,6,989,4,,
42572,2643,4,990,4,,
42573,2646,5,987,5,,
42574,2645,5,989,3,,
42575,2642,4,989,3,,
42576,2648,5,988,3,,
42577,2645,4,986,4,,
42578,2647,5,989,3,,
42579,2646,6,989,5,,
42580,2643,4,989,3,,
42581,2648,5,988,5,,
42582,2645,4,989,3,,
42583,2646,5,988,4,,
42584,2648,5,988,4,,
42585,2647,4,987,2,,
42586,2645,5,990,3,,
42587,2645,6,989,5,,
42588,2647,5,988,3,,
42589,2646,6,987,4,,
42590,2643,5,988,4,,
42591,2646,5,989,3,,
42592,2645,5,988,3,,
42593,2644,5,987,4,,
42594,2643,5,989,4,,
42595,2643,6,988,4,,
42596,2645,5,989,3,,
42597,2645,4,988,4,,
42598,2646,5,990,4,,
42599,2643,5,987,6,,
42600,2644,8,990,3,,
42601,2645,4,987,4,,
42602,2645,7,990,5,,
42603,2643,5,987,4,,
42604,2646,6,990,4,,
42605,2646,5,988,4,,
42606,2646,5,988,4,,
42607,2644,4,991,3,,
42608,2643,5,989,4,,
42609,2643,4,988,4,,
42610,2645,5,991,5,,
42611,2644,5,988,3,,
42612,2646,0,988,4,,
42613,2643,4,987,3,,
42614,2644,5,987,4,,
42615,2645,5,988,4,,
42616,2645,5,989,4,,
42617,2643,5,988,4,,
42618,2643,6,991,5,,
42619,2643,5,989,4,,
42620,2643,6,990,4,,
42621,2642,4,988,4,,
42622,2646,5,990,4,,
42623,2643,5,988,4,,
42624,2645,4,989,4,,
42625,2644,5,988,7,,
42626,2645,5,989,4,,
42627,2644,5,988,4,,
42628,2644,4,989,4,,
42629,2642,4,987,4,,
42630,2643,4,989,4,,
42631,2643,5,987,2,,
42632,2645,4,988,3,,
42633,2644,4,988,4,,
42634,2646,5,994,6,,
42635,2646,5,989,4,,
42636,2646,6,987,4,,
42637,2646,4,987,4,,
42638,2644,6,989,4,,
42639,2641,4,987,4,,
42640,2642,5,989,3,,
42641,2642,5,989,4,,
42642,2645,8,994,4,,
42643,2642,5,989,4,,
42644,2642,5,992,5,,
42645,2642,4,989,4,,
42646,2643,8,989,4,,
42647,2642,4,988,4,,
42648,2643,5,990,3,,
42649,2641,4,988,4,,
42650,2644,5,988,4,,
42651,2642,4,987,4,,
42652,2646,6,990,4,,
42653,2643,4,989,4,,
42654,2644,4,988,4,,
42655,2644,5,989,4,,
42656,2644,5,989,3,,
42657,2642,5,988,4,,
42658,2644,5,989,4,,
42659,2642,5,989,4,,
42660,2645,5,990,3,,
42661,2639,5,988,4,,
42662,2642,5,988,4,,
42663,2643,5,988,4,,
42664,2643,4,989,4,,
42665,2642,5,989,4,,
42666,2645,4,990,4,,
42667,2644,5,991,4,,
42668,2645,5,989,3,,
42669,2642,5,989,4,,
42670,2645,5,989,4,,
42671,2644,4,989,4,,
42672,2644,6,989,3,,
42673,2643,4,991,3,,
42674,2641,5,988,3,,
42675,2643,5,988,4,,
42676,2642,6,991,3,,
42677,2645,4,989,3,,
42678,2643,6,990,5,,
42679,2644,4,987,4,,
42680,2644,5,990,4,,
42681,2645,4,989,4,,
42682,2644,4,988,4,,
42683,2648,4,988,3,,
42684,2643,5,991,4,,
42685,2643,5,987,4,,
42686,2645,8,990,5,,
42687,2644,4,988,4,,
42688,2646,5,987,4,,
42689,2641,4,990,4,,
42690,2643,4,988,4,,
42691,2641,5,990,5,,
42692,2643,5,989,4,,
42693,2639,5,988,3,,
42694,2642,5,989,1,,
42695,2640,5,989,3,,
42696,2644,4,990,4,,
42697,2641,4,989,4,,
42698,2644,4,989,4,,
42699,2639,5,990,3,,
42700,2646,6,991,5,,
42701,2641,4,990,4,,
42702,2646,6,990,5,,
42703,2643,5,987,3,,
42704,2644,5,989,4,,
42705,2642,5,989,4,,
42706,2645,6,984,4,,
42707,2641,5,988,4,,
42708,2643,5,988,4,,
42709,2641,5,989,3,,
42710,2644,6,989,5,,
42711,2639,5,987,2,,
42712,2642,5,988,8,,
42713,2640,4,987,4,,
42714,2643,4,990,3,,
42715,2640,5,986,4,,
42716,2643,2,987,3,,
42717,2638,4,987,4,,
42718,2644,6,990,4,,
42719,2642,4,987,4,,
42720,2642,4,989,6,,
42721,2641,5,990,3,,
42722,2644,5,989,4,,
42723,2639,5,988,3,,
42724,2644,5,989,4,,
42725,2637,5,988,4,,
42726,2643,6,988,4,,
42727,2642,4,987,3,,
42728,2646,5,989,3,,
42729,2642,5,989,4,,
42730,2643,4,989,4,,
42731,2640,4,988,4,,
42732,2643,6,989,4,,
42733,2641,5,987,4,,
42734,2644,6,989,4,,
42735,2644,5,987,4,,
42736,2648,4,990,4,,
42737,2639,4,983,4,,
42738,2643,4,988,4,,
42739,2643,5,988,3,,
42740,2645,6,990,5,,
42741,2639,4,987,4,,
42742,2644,5,990,5,,
42743,2639,4,987,4,,
42744,2643,4,988,4,,
42745,2641,4,987,4,,
42746,2645,5,989,4,,
42747,2642,4,988,3,,
42748,2645,6,991,5,,
42749,2642,4,988,4,,
42750,2646,4,990,4,,
42751,2643,4,988,4,,
42752,2646,5,990,4,,
42753,2641,4,988,4,,
42754,2645,5,989,5,,
42755,2642,5,990,6,,
42756,2645,4,988,5,,
42757,2642,5,989,4,,
42758,2643,5,987,4,,
42759,2639,4,987,6,,
42760,2641,4,988,4,,
42761,2645,5,988,3,,
42762,2646,6,989,5,,
42763,2642,5,989,3,,
42764,2644,6,989,4,,
42765,2641,5,987,3,,
42766,2645,4,988,4,,
42767,2648,5,989,4,,
42768,2645,5,989,3,,
42769,2644,4,988,2,,
42770,2645,6,989,5,,
42771,2641,4,988,3,,
42772,2646,5,989,4,,
42773,2642,4,989,4,,
42774,2646,5,990,4,,
42775,2643,4,989,3,,
42776,2647,5,987,4,,
42777,2643,4,988,4,,
42778,2649,6,991,5,,
42779,2645,5,988,3,,
42780,2646,5,988,4,,
42781,2642,4,988,4,,
42782,2646,5,989,4,,
42783,2645,4,989,4,,
42784,2644,4,989,4,,
42785,2643,4,987,4,,
42786,2643,4,990,4,,
42787,2643,4,988,4,,
42788,2645,5,989,3,,
42789,2641,5,989,4,,
42790,2643,4,988,3,,
42791,2640,5,989,4,,
42792,2644,4,989,4,,
42793,2645,6,989,5,,
42794,2645,4,987,4,,
42795,2644,4,990,4,,
42796,2643,4,990,3,,
42797,2642,5,988,4,,
42798,2646,4,989,4,,
42799,2643,5,989,4,,
42800,2645,5,989,3,,
42801,2644,6,989,6,,
42802,2646,4,989,3,,
42803,2644,6,990,4,,
42804,2645,4,987,4,,
42805,2646,5,988,4,,
42806,2647,2,986,3,,
42807,2643,5,987,3,,
42808,2644,4,988,3,,
42809,2646,7,990,5,,
42810,2645,5,989,3,,
42811,2646,6,988,3,,
42812,2645,5,990,4,,
42813,2645,4,988,3,,
42814,2645,5,991,4,,
42815,2642,5,989,4,,
42816,2647,5,989,4,,
42817,2644,6,990,6,,
42818,2645,4,988,4,,
42819,2645,5,988,4,,
42820,2643,5,989,3,,
42821,2645,4,990,3,,
42822,2647,4,990,4,,
42823,2645,4,989,4,,
42824,2642,4,988,2,,
42825,2644,5,988,7,,
42826,2646,4,989,4,,
42827,2646,6,989,5,,
42828,2646,5,987,3,,
42829,2645,5,986,0,,
42830,2647,4,988,3,,
42831,2645,5,989,4,,
42832,2644,7,990,5,,
42833,2643,5,987,3,,
42834,2646,4,989,4,,
42835,2645,5,989,4,,
42836,2644,5,988,4,,
42837,2643,4,990,4,,
42838,2647,8,988,4,,
42839,2644,5,989,3,,
42840,2644,6,990,5,,
42841,2644,4,989,3,,
42842,2646,5,990,3,,
42843,2645,4,989,4,,
42844,2646,6,988,4,,
42845,2642,4,984,4,,
42846,2645,4,989,4,,
42847,2643,4,988,4,,
42848,2646,4,990,4,,
42849,2645,5,989,6,,
42850,2646,5,989,5,,
42851,2648,4,988,4,,
42852,2645,5,987,3,,
42853,2645,6,991,4,,
42854,2643,5,988,3,,
42855,2644,5,989,4,,
42856,2643,4,989,4,,
42857,2645,5,989,2,,
42858,2645,4,987,4,,
42859,2643,5,987,3,,
42860,2643,4,988,3,,
42861,2643,6,989,5,,
42862,2645,5,988,3,,
42863,2644,5,990,4,,
42864,2643,4,989,3,,
42865,2643,5,990,4,,
42866,2643,4,985,4,,
42867,2644,4,990,3,,
42868,2645,5,987,4,,
42869,2645,6,991,5,,
42870,2644,5,989,4,,
42871,2644,6,989,4,,
42872,2646,5,989,4,,
42873,2643,5,989,4,,
42874,2644,4,988,3,,
42875,2643,4,988,3,,
42876,2643,5,988,4,,
42877,2645,6,991,5,,
42878,2644,4,989,3,,
42879,2643,6,988,5,,
42880,2643,5,987,4,,
42881,2640,4,988,6,,
42882,2645,4,990,6,,
42883,2644,5,989,4,,
42884,2643,5,989,4,,
42885,2644,5,991,4,,
42886,2642,5,987,3,,
42887,2639,5,988,4,,
42888,2642,4,988,0,,
42889,2642,5,989,4,,
42890,2645,3,989,4,,
42891,2644,7,990,5,,
42892,2646,5,989,4,,
42893,2642,5,988,4,,
42894,2643,5,989,4,,
42895,2643,5,986,4,,
42896,2645,4,988,4,,
42897,2643,4,989,4,,
42898,2644,5,987,4,,
42899,2644,6,990,5,,
42900,2645,4,987,3,,
42901,2642,6,991,5,,
42902,2644,4,988,4,,
42903,2642,5,990,4,,
42904,2645,5,989,2,,
42905,2647,5,989,4,,
42906,2644,4,989,4,,
42907,2643,8,988,5,,
42908,2645,4,989,4,,
42909,2642,5,987,4,,
42910,2645,5,989,4,,
42911,2643,5,992,5,,
42912,2641,5,989,3,,
42913,2641,5,989,4,,
42914,2643,4,991,4,,
42915,2644,5,989,4,,
42916,2643,5,988,4,,
42917,2645,4,987,4,,
42918,2648,5,991,3,,
42919,2642,4,990,4,,
42920,2646,6,990,4,,
42921,2641,5,987,4,,
42922,2642,5,986,4,,
42923,2641,4,989,4,,
42924,2645,5,989,3,,
42925,2644,4,989,3,,
42926,2645,5,987,4,,
42927,2642,5,989,3,,
42928,2646,6,988,4,,
42929,2642,5,988,0,,
42930,2644,6,987,3,,
42931,2641,4,989,4,,
42932,2642,5,989,4,,
42933,2641,5,989,3,,
42934,2645,8,993,5,,
42935,2639,4,990,4,,
42936,2645,6,990,5,,
42937,2639,5,991,3,,
42938,2646,4,989,3,,
42939,2639,5,988,4,,
42940,2644,4,991,3,,
42941,2641,4,988,4,,
42942,2647,5,988,6,,
42943,2645,4,989,4,,
42944,2643,5,989,3,,
42945,2641,5,988,4,,
42946,2645,4,987,2,,
42947,2643,4,990,4,,
42948,2645,5,989,4,,
42949,2642,5,988,4,,
42950,2642,4,989,3,,
42951,2644,4,987,4,,
42952,2646,4,990,4,,
42953,2642,6,991,5,,
42954,2644,5,989,3,,
42955,2642,6,988,4,,
42956,2642,4,987,4,,
42957,2642,4,987,4,,
42958,2644,5,989,3,,
42959,2643,4,987,3,,
42960,2645,4,989,4,,
42961,2644,6,992,6,,
42962,2643,4,989,4,,
42963,2643,5,989,7,,
42964,2643,5,989,4,,
42965,2642,5,989,3,,
42966,2644,4,987,3,,
42967,2644,5,989,4,,
42968,2643,5,988,4,,
42969,2644,5,990,5,,
42970,2646,5,989,4,,
42971,2644,6,992,5,,
42972,2644,4,989,3,,
42973,2643,4,990,4,,
42974,2644,4,989,4,,
42975,2642,5,989,3,,
42976,2644,5,988,3,,
42977,2641,5,987,7,,
42978,2643,4,989,6,,
42979,2646,5,989,4,,
42980,2643,4,988,3,,
42981,2644,5,990,4,,
42982,2643,5,987,2,,
42983,2640,5,989,4,,
42984,2643,4,988,3,,
42985,2645,6,990,5,,
42986,2644,5,987,4,,
42987,2644,4,990,4,,
42988,2643,5,988,4,,
42989,2644,4,988,4,,
42990,2645,6,988,6,,
42991,2643,5,989,3,,
42992,2642,5,986,4,,
42993,2642,5,989,3,,
42994,2642,5,988,8,,
42995,2643,5,988,4,,
42996,2643,4,988,3,,
42997,2646,4,987,3,,
42998,2645,6,989,5,,
42999,2643,4,989,3,,
43000,2646,6,988,4,,
43001,2644,4,989,4,,
43002,2642,5,988,4,,
43003,2644,5,988,4,,
43004,2645,4,986,4,,
43005,2643,4,989,4,,
43006,2644,6,988,5,,
43007,2643,5,989,3,,
43008,2641,5,989,4,,
43009,2643,5,989,3,,
43010,2644,6,987,4,,
43011,2645,4,987,4,,
43012,2646,4,989,3,,
43013,2642,5,988,4,,
43014,2643,5,986,5,,
43015,2645,4,988,3,,
43016,2644,5,987,5,,
43017,2646,5,988,3,,
43018,2647,4,987,4,,
43019,2641,5,987,3,,
43020,2647,5,986,4,,
43021,2644,4,988,3,,
43022,2646,6,989,6,,
43023,2645,5,989,4,,
43024,2642,5,986,4,,
43025,2642,5,987,4,,
43026,2658,4,996,4,,
43027,2645,4,989,4,,
43028,2647,1,990,4,,
43029,2635,5,985,3,,
43030,2649,6,990,4,,
43031,2623,4,983,3,,
43032,2670,6,992,4,,
43033,2659,4,994,4,,
43034,2654,8,991,4,,
43035,2632,5,985,4,,
43036,2661,5,994,4,,
43037,2643,4,988,4,,
43038,2621,7,977,4,,
43039,2655,5,993,4,,
43040,2645,4,989,4,,
43041,2638,5,989,4,,
43042,2657,5,993,4,,
43043,2648,5,990,4,,
43044,2644,5,989,4,,
43045,2642,5,986,2,,
43046,2640,6,986,4,,
43047,2651,5,991,4,,
43048,2642,5,987,4,,
43049,2650,4,992,4,,
43050,2630,4,982,4,,
43051,2643,4,989,3,,
43052,2647,6,991,5,,
43053,2646,4,988,3,,
43054,2647,6,990,5,,
43055,2646,5,989,4,,
43056,2639,5,987,4,,
43057,2659,5,984,4,,
43058,2645,5,992,4,,
43059,2646,5,989,4,,
43060,2651,6,990,5,,
43061,2635,4,984,3,,
43062,2644,5,988,5,,
43063,2664,5,991,4,,
43064,2663,5,996,4,,
43065,2664,5,996,3,,
43066,2657,4,993,4,,
43067,2657,5,994,4,,
43068,2655,6,995,6,,
43069,2656,5,994,4,,
43070,2660,5,994,4,,
43071,2639,4,982,4,,
43072,2646,5,987,4,,
43073,2646,5,989,4,,
43074,2643,4,988,4,,
43075,2645,4,989,4,,
43076,2644,6,987,3,,
43077,2642,5,988,3,,
43078,2645,5,987,4,,
43079,2644,4,991,3,,
43080,2645,5,988,3,,
43081,2643,4,989,4,,
43082,2645,4,989,2,,
43083,2647,6,991,5,,
43084,2645,4,989,4,,
43085,2644,5,989,4,,
43086,2645,4,990,4,,
43087,2642,5,988,4,,
43088,2645,2,989,3,,
43089,2646,5,989,3,,
43090,2644,5,987,4,,
43091,2646,6,991,4,,
43092,2644,5,989,4,,
43093,2644,5,990,4,,
43094,2643,4,987,4,,
43095,2645,5,989,3,,
43096,2643,5,988,4,,
43097,2645,4,988,4,,
43098,2642,5,987,3,,
43099,2643,6,989,5,,
43100,2644,5,988,4,,
43101,2646,5,988,5,,
43102,2642,5,989,4,,
43103,2642,5,990,3,,
43104,2644,4,989,3,,
43105,2641,5,991,6,,
43106,2643,4,988,4,,
43107,2647,5,988,4,,
43108,2644,6,989,4,,
43109,2644,5,989,4,,
43110,2645,4,988,3,,
43111,2644,2,988,4,,
43112,2646,5,988,4,,
43113,2646,5,989,3,,
43114,2644,6,991,5,,
43115,2646,4,990,4,,
43116,2644,4,987,4,,
43117,2643,5,989,4,,
43118,2646,4,989,3,,
43119,2648,7,988,3,,
43120,2643,6,987,4,,
43121,2643,5,988,4,,
43122,2644,7,989,5,,
43123,2643,4,989,0,,
43124,2643,4,989,3,,
43125,2643,5,988,4,,
43126,2644,6,992,4,,
43127,2644,5,989,4,,
43128,2643,5,990,4,,
43129,2643,4,991,4,,
43130,2643,5,988,3,,
43131,2642,5,987,4,,
43132,2643,5,989,4,,
43133,2646,6,989,5,,
43134,2643,5,989,4,,
43135,2644,6,991,3,,
43136,2642,5,989,4,,
43137,2645,5,990,4,,
43138,2643,4,990,4,,
43139,2646,5,989,4,,
43140,2644,5,988,4,,
43141,2643,5,988,4,,
43142,2643,5,989,3,,
43143,2642,5,987,5,,
43144,2643,4,989,4,,
43145,2643,4,988,3,,
43146,2642,4,989,3,,
43147,2644,7,989,5,,
43148,2643,4,988,3,,
43149,2643,4,989,4,,
43150,2643,5,988,4,,
43151,2641,4,988,3,,
43152,2644,6,991,4,,
43153,2642,4,990,3,,
43154,2643,6,988,4,,
43155,2643,5,987,4,,
43156,2642,4,989,4,,
43157,2644,4,990,3,,
43158,2639,5,989,4,,
43159,2645,5,988,4,,
43160,2642,6,990,4,,
43161,2645,5,989,2,,
43162,2642,5,988,4,,
43163,2647,5,989,4,,
43164,2642,6,989,4,,
43165,2643,5,986,3,,
43166,2642,5,988,4,,
43167,2644,5,988,4,,
43168,2643,5,990,3,,
43169,2644,5,988,2,,
43170,2641,5,990,3,,
43171,2643,4,988,3,,
43172,2641,4,989,4,,
43173,2643,5,989,4,,
43174,2642,6,988,4,,
43175,2642,4,989,3,,
43176,2646,5,988,4,,
43177,2642,5,987,4,,
43178,2639,4,988,4,,
43179,2643,5,988,4,,
43180,2642,6,990,5,,
43181,2646,4,990,3,,
43182,2638,5,988,4,,
43183,2646,5,989,3,,
43184,2644,5,988,4,,
43185,2643,5,987,4,,
43186,2644,4,987,4,,
43187,2645,5,987,3,,
43188,2647,7,988,4,,
43189,2644,4,989,4,,
43190,2644,6,987,4,,
43191,2644,5,988,4,,
43192,2642,4,988,4,,
43193,2645,4,989,3,,
43194,2643,5,988,4,,
43195,2645,5,989,4,,
43196,2644,6,988,5,,
43197,2643,4,988,4,,
43198,2644,5,987,4,,
43199,2643,4,989,4,,
43200,2642,4,989,4,,
43201,2643,4,988,6,,
43202,2640,4,989,4,,
43203,2647,5,990,4,,
43204,2642,4,988,4,,
43205,2643,6,988,4,,
43206,2640,5,988,4,,
43207,2644,6,988,4,,
43208,2643,4,989,4,,
43209,2643,5,988,3,,
43210,2641,5,987,4,,
43211,2644,5,988,3,,
43212,2642,5,987,3,,
43213,2643,6,990,5,,
43214,2642,6,988,4,,
43215,2644,5,987,4,,
43216,2641,5,986,3,,
43217,2646,5,988,4,,
43218,2640,5,988,4,,
43219,2642,4,989,6,,
43220,2639,5,988,4,,
43221,2646,6,990,5,,
43222,2639,5,986,4,,
43223,2642,6,990,4,,
43224,2642,5,988,3,,
43225,2644,5,988,4,,
43226,2641,6,989,3,,
43227,2645,6,988,3,,
43228,2642,4,989,4,,
43229,2645,6,989,6,,
43230,2644,4,989,4,,
43231,2644,5,989,4,,
43232,2642,4,988,4,,
43233,2645,4,988,4,,
43234,2644,5,988,4,,
43235,2646,4,989,3,,
43236,2644,5,987,4,,
43237,2643,5,988,4,,
43238,2639,5,987,4,,
43239,2643,5,988,4,,
43240,2643,4,987,2,,
43241,2643,5,988,4,,
43242,2640,2,988,4,,
43243,2645,4,988,4,,
43244,2640,5,987,2,,
43245,2645,6,991,4,,
43246,2641,4,987,4,,
43247,2644,6,988,4,,
43248,2642,5,989,4,,
43249,2645,4,988,4,,
43250,2640,6,987,4,,
43251,2645,4,990,3,,
43252,2644,5,988,3,,
43253,2644,6,989,5,,
43254,2643,4,987,4,,
43255,2648,5,990,5,,
43256,2643,4,988,2,,
43257,2645,5,989,4,,
43258,2643,0,989,4,,
43259,2645,5,989,4,,
43260,2643,4,988,4,,
43261,2645,6,989,5,,
43262,2644,5,988,3,,
43263,2644,5,989,0,,
43264,2643,4,988,4,,
43265,2647,4,988,4,,
43266,2642,5,987,4,,
43267,2643,4,987,4,,
43268,2644,5,987,4,,
43269,2643,4,990,4,,
43270,2642,5,988,5,,
43271,2645,4,989,3,,
43272,2644,5,989,4,,
43273,2645,4,989,4,,
43274,2642,5,989,4,,
43275,2644,4,989,3,,
43276,2645,6,989,5,,
43277,2645,5,987,4,,
43278,2648,5,987,4,,
43279,2646,5,988,4,,
43280,2646,5,988,3,,
43281,2646,4,990,4,,
43282,2644,5,988,4,,
43283,2644,4,988,4,,
43284,2643,5,986,4,,
43285,2647,5,990,4,,
43286,2645,4,988,1,,
43287,2645,4,987,4,,
43288,2644,5,989,4,,
43289,2647,1,990,6,,
43290,2643,4,988,3,,
43291,2644,6,990,4,,
43292,2643,5,988,4,,
43293,2646,5,988,5,,
43294,2644,4,987,4,,
43295,2643,4,988,4,,
43296,2645,5,990,4,,
43297,2645,4,990,4,,
43298,2645,5,989,3,,
43299,2644,5,989,4,,
43300,2643,5,989,3,,
43301,2646,6,988,4,,
43302,2643,4,987,4,,
43303,2646,5,992,4,,
43304,2646,5,990,3,,
43305,2647,5,989,4,,
43306,2646,5,988,3,,
43307,2646,6,989,5,,
43308,2646,5,989,4,,
43309,2645,5,988,4,,
43310,2645,4,988,3,,
43311,2644,5,990,3,,
43312,2643,6,989,5,,
43313,2642,5,987,3,,
43314,2644,5,989,4,,
43315,2645,4,988,4,,
43316,2643,5,990,4,,
43317,2644,4,989,3,,
43318,2643,5,990,4,,
43319,2645,5,989,3,,
43320,2644,6,989,5,,
43321,2645,5,988,4,,
43322,2642,6,990,4,,
43323,2644,5,988,3,,
43324,2643,4,989,4,,
43325,2645,6,989,3,,
43326,2645,4,990,4,,
43327,2644,5,987,4,,
43328,2646,5,989,4,,
43329,2644,6,989,4,,
43330,2644,5,989,2,,
43331,2647,5,989,4,,
43332,2645,5,989,3,,
43333,2647,5,989,4,,
43334,2645,5,988,4,,
43335,2644,6,990,5,,
43336,2646,4,987,3,,
43337,2646,5,990,4,,
43338,2644,4,990,3,,
43339,2647,5,989,4,,
43340,2642,5,989,3,,
43341,2643,6,989,5,,
43342,2643,4,989,3,,
43343,2642,6,990,4,,
43344,2643,4,989,3,,
43345,2643,5,988,4,,
43346,2640,6,992,2,,
43347,2645,5,990,4,,
43348,2645,5,989,4,,
43349,2646,6,990,4,,
43350,2644,5,989,3,,
43351,2648,6,990,4,,
43352,2645,4,989,5,,
43353,2644,4,989,4,,
43354,2645,8,989,3,,
43355,2646,5,988,4,,
43356,2642,4,988,4,,
43357,2646,5,988,5,,
43358,2643,5,987,4,,
43359,2646,5,990,6,,
43360,2646,5,989,4,,
43361,2642,5,989,6,,
43362,2643,5,989,4,,
43363,2643,4,987,4,,
43364,2641,4,989,4,,
43365,2644,5,989,3,,
43366,2643,5,989,4,,
43367,2648,5,989,3,,
43368,2642,5,988,4,,
43369,2642,4,990,4,,
43370,2643,6,989,6,,
43371,2644,5,990,4,,
43372,2643,6,990,4,,
43373,2646,4,990,4,,
43374,2641,4,988,4,,
43375,2648,7,986,3,,
43376,2642,4,989,4,,
43377,2644,4,988,4,,
43378,2645,6,990,5,,
43379,2645,5,989,2,,
43380,2642,5,989,4,,
43381,2643,5,989,4,,
43382,2643,5,989,4,,
43383,2645,4,989,3,,
43384,2643,4,989,3,,
43385,2643,5,988,3,,
43386,2644,7,991,5,,
43387,2643,5,989,4,,
43388,2644,6,989,3,,
43389,2644,5,989,4,,
43390,2642,4,990,4,,
43391,2644,5,987,3,,
43392,2645,4,990,2,,
43393,2642,5,990,6,,
43394,2643,5,990,4,,
43395,2645,5,989,4,,
43396,2643,5,991,4,,
43397,2643,5,990,4,,
43398,2642,5,989,4,,
43399,2644,5,989,4,,
43400,2643,5,988,3,,
43401,2644,5,989,3,,
43402,2643,7,989,4,,
43403,2646,5,989,4,,
43404,2643,5,990,4,,
43405,2645,5,990,3,,
43406,2642,5,989,4,,
43407,2643,5,986,3,,
43408,2643,4,988,4,,
43409,2645,4,988,3,,
43410,2642,6,989,5,,
43411,2644,4,989,4,,
43412,2642,5,989,4,,
43413,2645,5,989,4,,
43414,2642,5,990,4,,
43415,2643,4,990,4,,
43416,2641,5,988,3,,
43417,2643,5,989,4,,
43418,2646,6,991,4,,
43419,2648,5,989,3,,
43420,2642,6,990,4,,
43421,2645,5,989,4,,
43422,2643,4,988,4,,
43423,2643,5,986,3,,
43424,2644,5,989,4,,
43425,2644,5,989,4,,
43426,2647,4,988,3,,
43427,2644,5,990,3,,
43428,2643,4,990,4,,
43429,2643,4,990,4,,
43430,2641,4,987,4,,
43431,2646,0,987,2,,
43432,2642,5,989,4,,
43433,2644,5,987,3,,
43434,2641,6,990,5,,
43435,2642,4,986,4,,
43436,2642,5,990,4,,
43437,2645,4,989,4,,
43438,2643,5,987,4,,
43439,2645,4,989,3,,
43440,2639,5,989,4,,
43441,2643,4,989,4,,
43442,2640,4,987,4,,
43443,2643,4,989,3,,
43444,2642,5,988,4,,
43445,2644,5,988,2,,
43446,2644,6,990,5,,
43447,2647,5,989,2,,
43448,2643,8,988,3,,
43449,2645,5,988,3,,
43450,2644,5,988,4,,
43451,2642,4,987,4,,
43452,2642,5,988,4,,
43453,2645,5,987,4,,
43454,2645,6,989,5,,
43455,2642,5,988,3,,
43456,2646,5,989,3,,
43457,2645,6,988,6,,
43458,2643,5,989,3,,
43459,2644,5,989,4,,
43460,2644,5,989,4,,
43461,2643,4,988,4,,
43462,2641,4,988,4,,
43463,2643,6,988,4,,
43464,2644,5,989,4,,
43465,2645,5,989,4,,
43466,2643,4,988,4,,
43467,2646,6,989,6,,
43468,2646,5,989,4,,
43469,2643,4,988,4,,
43470,2642,5,989,4,,
43471,2643,5,987,3,,
43472,2646,7,989,6,,
43473,2644,5,986,4,,
43474,2648,5,990,3,,
43475,2643,5,988,4,,
43476,2644,5,987,4,,
43477,2641,5,987,4,,
43478,2645,4,988,4,,
43479,2643,4,987,3,,
43480,2646,6,991,4,,
43481,2644,5,987,3,,
43482,2644,6,989,4,,
43483,2642,5,987,4,,
43484,2643,5,988,4,,
43485,2645,4,987,4,,
43486,2644,4,987,3,,
43487,2644,5,990,3,,
43488,2644,5,987,6,,
43489,2643,5,987,4,,
