RECORDED=2021-01-07--11:53:00
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,acceleration,depth
0,4091,909,1748,-0.9337199999999999,0.0
1,4090,899,1743,-0.9327092307692306,0.0
2,4090,917,1733,-0.9316984615384615,0.0
3,4087,900,1752,-0.9306876923076922,0.0
4,4093,895,1746,-0.929676923076923,0.0
5,4078,895,1752,-0.9286661538461538,0.0
6,4091,903,1754,-0.9276553846153845,0.0
7,4089,904,1735,-0.9266446153846153,0.0
8,4065,895,1751,-0.925633846153846,0.0
9,4090,898,1760,-0.9246230769230769,0.0
10,4091,905,1743,-0.9236123076923076,0.0
11,4091,913,1734,-0.9226015384615384,0.0
12,3793,905,1726,-0.9215907692307692,0.0
13,4089,900,1761,-0.92058,0.0
14,4090,905,1736,-0.9181707692307692,0.0
15,3959,895,1741,-0.9157615384615384,0.0
16,4090,899,1761,-0.9133523076923077,0.0
17,4091,895,1745,-0.9109430769230769,0.0
18,4042,896,1748,-0.9085338461538461,0.0
19,4091,899,1760,-0.9061246153846153,0.0
20,4091,897,1743,-0.9037153846153846,0.0
21,3781,906,1723,-0.9013061538461538,0.0
22,4092,916,1741,-0.898896923076923,0.0
23,4091,911,1733,-0.8964876923076922,0.0
24,3794,911,1722,-0.8940784615384615,0.0
25,4091,907,1754,-0.8916692307692307,0.0
26,4091,894,1743,-0.8892599999999999,0.0
27,4081,899,1752,-0.8865092307692307,0.0
28,4014,915,1720,-0.8837584615384615,0.0
29,4093,905,1759,-0.8810076923076923,0.0
30,4091,891,1741,-0.878256923076923,0.0
31,4088,916,1740,-0.8755061538461538,0.0
32,3773,909,1722,-0.8727553846153846,0.0
33,3868,897,1732,-0.8700046153846153,0.0
34,4084,903,1749,-0.867253846153846,0.0
35,4069,895,1749,-0.8645030769230768,0.0
36,4008,892,1745,-0.8617523076923076,0.0
37,4090,899,1756,-0.8590015384615384,0.0
38,4091,915,1739,-0.8562507692307691,0.0
39,4091,918,1736,-0.8534999999999999,0.0
40,4089,895,1743,-0.8514771428571428,0.0
41,4092,895,1741,-0.8494542857142856,0.0
42,4090,911,1731,-0.8474314285714285,0.0
43,4088,919,1734,-0.8454085714285714,0.0
44,4090,917,1734,-0.8433857142857143,0.0
45,4090,918,1740,-0.8413628571428571,0.0
46,4080,896,1750,-0.83934,0.0
47,4033,893,1745,-0.8373171428571429,0.0
48,3821,903,1727,-0.8352942857142857,0.0
49,3786,906,1722,-0.8332714285714286,0.0
50,3842,897,1730,-0.8312485714285714,0.0
51,3971,891,1740,-0.8292257142857143,0.0
52,3846,899,1729,-0.8272028571428571,0.0
53,3973,891,1740,-0.82518,0.0
54,4085,905,1747,-0.8227661538461538,0.0
55,4089,916,1736,-0.8203523076923077,0.0
56,4092,912,1730,-0.8179384615384615,0.0
57,4079,896,1751,-0.8155246153846154,0.0
58,3843,897,1733,-0.8131107692307692,0.0
59,3786,906,1721,-0.8106969230769231,0.0
60,3880,895,1734,-0.8082830769230769,0.0
61,4043,890,1745,-0.8058692307692308,0.0
62,3961,895,1738,-0.8034553846153846,0.0
63,4071,894,1746,-0.8010415384615385,0.0
64,4030,894,1744,-0.7986276923076923,0.0
65,4086,905,1747,-0.7962138461538462,0.0
66,4086,906,1746,-0.7938,0.0
67,4086,905,1747,-0.7922261538461538,0.0
68,4086,910,1744,-0.7906523076923077,0.0
69,4057,893,1747,-0.7890784615384615,0.0
70,4078,900,1748,-0.7875046153846154,0.0
71,4031,892,1744,-0.7859307692307692,0.0
72,3934,897,1738,-0.7843569230769231,0.0
73,3841,896,1729,-0.7827830769230768,0.0
74,3839,913,1717,-0.7812092307692307,0.0
75,4086,902,1742,-0.7796353846153845,0.0
76,4084,905,1735,-0.7780615384615384,0.0
77,4089,898,1751,-0.7764876923076922,0.0
78,4092,903,1755,-0.7749138461538461,0.0
79,4092,912,1743,-0.7733399999999999,0.0
80,4092,913,1743,-0.7724442857142856,0.0
81,4092,913,1738,-0.7715485714285714,0.0
82,4091,912,1743,-0.770652857142857,0.0
83,4091,899,1759,-0.7697571428571428,0.0
84,4089,901,1758,-0.7688614285714285,0.0
85,4090,899,1750,-0.7679657142857143,0.0
86,4090,900,1756,-0.7670699999999999,0.0
87,4091,903,1738,-0.7661742857142856,0.0
88,4091,899,1733,-0.7652785714285714,0.0
89,4084,900,1749,-0.764382857142857,0.0
90,4043,915,1718,-0.7634871428571428,0.0
91,4090,896,1754,-0.7625914285714285,0.0
92,4091,911,1741,-0.7616957142857143,0.0
93,4091,893,1736,-0.7607999999999999,0.0
94,4083,907,1744,-0.7573061538461537,0.0
95,3916,895,1733,-0.7538123076923077,0.0
96,4089,902,1743,-0.7503184615384615,0.0
97,4091,897,1759,-0.7468246153846153,0.0
98,4090,914,1733,-0.7433307692307692,0.0
99,4089,895,1735,-0.7398369230769231,0.0
100,4087,910,1742,-0.7363430769230769,0.0
101,4073,893,1748,-0.7328492307692307,0.0
102,3920,911,1715,-0.7293553846153846,0.0
103,4091,913,1738,-0.7258615384615384,0.0
104,4091,894,1739,-0.7223676923076923,0.0
105,4087,911,1739,-0.7188738461538462,0.0
106,3806,904,1725,-0.71538,0.0
107,4087,898,1743,-0.7096246153846154,0.0
108,4090,914,1733,-0.7038692307692308,0.0
109,4092,895,1738,-0.6981138461538462,0.0
110,4087,910,1735,-0.6923584615384616,0.0
111,4051,892,1742,-0.686603076923077,0.0
112,4070,913,1720,-0.6808476923076923,0.0
113,4091,915,1733,-0.6750923076923077,0.0
114,4093,899,1736,-0.669336923076923,0.0
115,4085,898,1747,-0.6635815384615384,0.0
116,3874,893,1727,-0.6578261538461538,0.0
117,4090,898,1755,-0.6520707692307692,0.0
118,4092,892,1740,-0.6463153846153846,0.0
119,4087,908,1737,-0.64056,0.0
120,3827,898,1725,-0.6374057142857144,0.0
121,4091,901,1749,-0.6342514285714286,0.0
122,4092,897,1739,-0.6310971428571428,0.0
123,4078,895,1744,-0.6279428571428571,0.0
124,4092,914,1732,-0.6247885714285715,0.0
125,4090,897,1732,-0.6216342857142857,0.0
126,4069,913,1718,-0.6184799999999999,0.0
127,4093,913,1731,-0.6153257142857143,0.0
128,4092,890,1736,-0.6121714285714286,0.0
129,4088,910,1737,-0.6090171428571428,0.0
130,3786,900,1720,-0.605862857142857,0.0
131,4092,912,1740,-0.6027085714285714,0.0
132,4087,907,1740,-0.5995542857142857,0.0
133,4086,903,1733,-0.5963999999999999,0.0
134,4091,888,1739,-0.5899246153846153,0.0
135,3782,906,1717,-0.5834492307692307,0.0
136,4091,914,1731,-0.5769738461538461,0.0
137,4087,908,1737,-0.5704984615384615,0.0
138,4091,904,1744,-0.5640230769230768,0.0
139,4089,897,1730,-0.5575476923076923,0.0
140,3823,898,1723,-0.5510723076923076,0.0
141,4092,910,1732,-0.5445969230769231,0.0
142,4079,890,1745,-0.5381215384615384,0.0
143,4089,896,1750,-0.5316461538461539,0.0
144,4091,890,1735,-0.5251707692307692,0.0
145,3899,907,1712,-0.5186953846153846,0.0
146,4093,892,1732,-0.51222,0.0
147,4073,890,1745,-0.5023292307692308,0.0
148,4090,894,1752,-0.49243846153846155,0.0
149,4090,889,1732,-0.4825476923076923,0.0
150,3811,901,1721,-0.4726569230769231,0.0
151,4091,908,1730,-0.4627661538461538,0.0
152,4081,892,1745,-0.4528753846153846,0.0
153,4091,897,1749,-0.44298461538461537,0.0
154,4089,912,1727,-0.43309384615384616,0.0
155,4091,892,1754,-0.4232030769230769,0.0
156,4084,895,1744,-0.4133123076923077,0.0
157,4092,910,1733,-0.40342153846153844,0.0
158,4090,908,1724,-0.39353076923076924,0.0
159,4076,912,1718,-0.38364,0.0
160,4092,903,1732,-0.3783642857142857,0.0
161,4087,904,1737,-0.37308857142857144,0.0
162,4090,891,1750,-0.3678128571428571,0.0
163,4090,905,1726,-0.36253714285714284,0.0
164,4061,909,1713,-0.35726142857142856,0.0
165,4092,904,1729,-0.3519857142857143,0.0
166,3995,885,1735,-0.34670999999999996,0.0
167,4090,906,1734,-0.3414342857142857,0.0
168,4063,887,1739,-0.3361585714285714,0.0
169,4084,901,1728,-0.33088285714285715,0.0
170,4093,914,1729,-0.3256071428571429,0.0
171,4090,908,1722,-0.3203314285714286,0.0
172,3831,893,1726,-0.3150557142857143,0.0
173,4091,899,1739,-0.30978,0.0
174,4088,902,1736,-0.30982615384615386,0.0
175,4077,901,1719,-0.30987230769230767,0.0
176,4091,899,1733,-0.30991846153846153,0.0
177,4078,888,1740,-0.3099646153846154,0.0
178,4091,891,1750,-0.3100107692307692,0.0
179,4090,905,1722,-0.31005692307692306,0.0
180,4065,887,1736,-0.3101030769230769,0.0
181,4090,888,1752,-0.3101492307692308,0.0
182,4092,906,1725,-0.3101953846153846,0.0
183,4092,891,1730,-0.31024153846153846,0.0
184,4087,907,1722,-0.3102876923076923,0.0
185,4073,905,1713,-0.3103338461538461,0.0
186,4089,885,1733,-0.31038,0.0
187,4086,897,1738,-0.3120276923076923,0.0
188,4088,893,1740,-0.3136753846153846,0.0
189,4095,901,1740,-0.31532307692307693,0.0
190,4087,884,1732,-0.3169707692307692,0.0
191,3875,887,1721,-0.3186184615384615,0.0
192,4078,902,1716,-0.3202661538461538,0.0
193,4090,890,1746,-0.32191384615384616,0.0
194,4091,891,1729,-0.32356153846153846,0.0
195,4091,909,1720,-0.32520923076923075,0.0
196,4045,883,1736,-0.32685692307692304,0.0
197,4089,891,1741,-0.3285046153846154,0.0
198,4091,895,1727,-0.3301523076923077,0.0
199,4090,899,1718,-0.3318,0.0
200,3984,903,1705,-0.33394285714285715,0.0
201,4093,908,1723,-0.33608571428571427,0.0
202,4090,894,1721,-0.33822857142857143,0.0
203,3915,903,1704,-0.34037142857142855,0.0
204,4091,891,1726,-0.3425142857142857,0.0
205,4087,904,1725,-0.34465714285714283,0.0
206,4085,893,1725,-0.3468,0.0
207,4091,878,1729,-0.34894285714285717,0.0
208,4087,895,1736,-0.3510857142857143,0.0
209,4066,904,1704,-0.35322857142857145,0.0
210,4091,905,1720,-0.35537142857142856,0.0
211,4083,889,1737,-0.35751428571428573,0.0
212,4077,903,1710,-0.35965714285714284,0.0
213,4091,902,1723,-0.3618,0.0
214,4090,888,1719,-0.3650123076923077,0.0
215,4090,902,1714,-0.3682246153846154,0.0
216,4089,905,1719,-0.37143692307692305,0.0
217,4039,881,1723,-0.3746492307692308,0.0
218,4069,900,1704,-0.37786153846153847,0.0
219,4086,891,1727,-0.38107384615384615,0.0
220,4086,880,1725,-0.38428615384615383,0.0
221,4089,904,1719,-0.3874984615384615,0.0
222,3798,899,1700,-0.3907107692307692,0.0
223,4091,895,1729,-0.39392307692307693,0.0
224,4089,879,1722,-0.3971353846153846,0.0
225,4089,903,1715,-0.4003476923076923,0.0
226,4074,901,1705,-0.40356,0.0
