RECORDED=2021-01-07--11:49:10
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,acceleration,depth
0,3959,817,1726,-1.0143,0.0
1,3961,817,1727,-1.0154871428571428,0.0
2,3959,820,1730,-1.0166742857142856,0.0
3,3958,815,1728,-1.0178614285714285,0.0
4,3959,817,1730,-1.0190485714285713,0.0
5,3959,817,1729,-1.0202357142857141,0.0
6,3959,815,1726,-1.021422857142857,0.0
7,3955,815,1727,-1.0226099999999998,0.0
8,3961,815,1725,-1.0237971428571429,0.0
9,3963,819,1730,-1.0249842857142857,0.0
10,3959,816,1727,-1.0261714285714285,0.0
11,3959,816,1729,-1.0273585714285713,0.0
12,3960,816,1728,-1.0285457142857142,0.0
13,3960,817,1728,-1.029732857142857,0.0
14,3962,815,1729,-1.0309199999999998,0.0
15,3961,815,1728,-1.0301742857142855,0.0
16,3959,819,1731,-1.0294285714285714,0.0
17,3959,816,1727,-1.028682857142857,0.0
18,3960,815,1728,-1.0279371428571427,0.0
19,3956,818,1730,-1.0271914285714283,0.0
20,3959,818,1730,-1.0264457142857142,0.0
21,3959,816,1729,-1.0256999999999998,0.0
22,3961,816,1727,-1.0249542857142855,0.0
23,3961,815,1727,-1.0242085714285714,0.0
24,3957,818,1726,-1.023462857142857,0.0
25,3959,819,1727,-1.0227171428571427,0.0
26,3960,816,1727,-1.0219714285714283,0.0
27,3958,816,1723,-1.0212257142857142,0.0
28,3961,817,1728,-1.0204799999999998,0.0
29,3961,816,1729,-1.020652,0.0
30,3959,817,1729,-1.0208239999999997,0.0
31,3958,817,1730,-1.0209959999999998,0.0
32,3959,818,1728,-1.0211679999999999,0.0
33,3959,816,1727,-1.02134,0.0
34,3959,817,1727,-1.0215119999999998,0.0
35,3961,817,1727,-1.0216839999999998,0.0
36,3959,818,1726,-1.0218559999999999,0.0
37,3956,818,1726,-1.022028,0.0
38,3962,814,1728,-1.0221999999999998,0.0
39,3959,816,1727,-1.0223719999999998,0.0
40,3958,815,1724,-1.022544,0.0
41,3959,819,1730,-1.022716,0.0
42,3959,817,1727,-1.0228879999999998,0.0
43,3959,816,1729,-1.0230599999999999,0.0
44,3957,818,1726,-1.0222242857142856,0.0
45,3959,817,1727,-1.0213885714285713,0.0
46,3958,815,1728,-1.020552857142857,0.0
47,3959,818,1731,-1.0197171428571428,0.0
48,3959,817,1728,-1.0188814285714285,0.0
49,3956,816,1727,-1.0180457142857142,0.0
50,3959,818,1728,-1.01721,0.0
51,3960,815,1727,-1.0163742857142857,0.0
52,3956,815,1729,-1.0155385714285714,0.0
53,3956,816,1725,-1.0147028571428571,0.0
54,3960,817,1728,-1.0138671428571429,0.0
55,3962,816,1728,-1.0130314285714286,0.0
56,3958,818,1730,-1.0121957142857143,0.0
57,3959,817,1727,-1.01136,0.0
58,3963,818,1728,-1.0114157142857143,0.0
59,3961,816,1730,-1.0114714285714286,0.0
60,3958,816,1726,-1.0115271428571428,0.0
61,3961,817,1733,-1.0115828571428571,0.0
62,3957,819,1727,-1.0116385714285714,0.0
63,3961,816,1726,-1.0116942857142857,0.0
64,3960,817,1727,-1.0117500000000001,0.0
65,3956,817,1726,-1.0118057142857144,0.0
66,3956,816,1725,-1.0118614285714287,0.0
67,3961,816,1727,-1.011917142857143,0.0
68,3960,815,1728,-1.0119728571428572,0.0
69,3962,812,1730,-1.0120285714285715,0.0
70,3959,815,1727,-1.0120842857142858,0.0
71,3961,817,1731,-1.01214,0.0
72,3960,813,1728,-1.0118,0.0
73,3957,816,1727,-1.01146,0.0
74,3961,816,1728,-1.01112,0.0
75,3960,814,1727,-1.01078,0.0
76,3951,815,1728,-1.01044,0.0
77,3964,819,1729,-1.0101,0.0
78,3957,819,1727,-1.00976,0.0
79,3959,817,1727,-1.00942,0.0
80,3960,817,1727,-1.00908,0.0
81,3956,815,1727,-1.00874,0.0
82,3957,818,1727,-1.0084,0.0
83,3959,814,1727,-1.00806,0.0
84,3958,818,1730,-1.00772,0.0
85,3957,816,1728,-1.00738,0.0
86,3961,816,1728,-1.00704,0.0
87,3959,816,1727,-1.0081885714285714,0.0
88,3961,814,1727,-1.0093371428571427,0.0
89,3959,818,1726,-1.0104857142857142,0.0
90,3962,816,1726,-1.0116342857142857,0.0
91,3959,815,1727,-1.0127828571428572,0.0
92,3957,817,1727,-1.0139314285714285,0.0
93,3957,816,1729,-1.01508,0.0
94,3959,815,1727,-1.0162285714285715,0.0
95,3961,817,1726,-1.0173771428571428,0.0
96,3958,816,1728,-1.0185257142857143,0.0
97,3957,816,1727,-1.0196742857142858,0.0
98,3961,814,1727,-1.0208228571428573,0.0
99,3958,818,1728,-1.0219714285714285,0.0
100,3960,817,1729,-1.02312,0.0
101,3959,816,1725,-1.022612,0.0
102,3959,815,1728,-1.0221040000000001,0.0
103,3959,816,1727,-1.021596,0.0
104,3957,816,1727,-1.021088,0.0
105,3959,815,1727,-1.02058,0.0
106,3960,817,1727,-1.020072,0.0
107,3959,816,1728,-1.0195640000000001,0.0
108,3961,814,1727,-1.019056,0.0
109,3960,817,1723,-1.018548,0.0
110,3959,819,1726,-1.01804,0.0
