RECORDED=2021-01-07--11:50:16
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,acceleration,depth
0,3965,908,1738,-0.9173999999999999,-0.244140625
1,3967,906,1739,-0.9151542857142856,-0.24387525475543478
2,3966,907,1740,-0.9129085714285713,-0.24360988451086957
3,3966,907,1739,-0.910662857142857,-0.24334451426630435
4,3965,906,1740,-0.9084171428571428,-0.24307914402173914
5,3964,908,1739,-0.9061714285714285,-0.24281377377717392
6,3965,905,1740,-0.9039257142857142,-0.2425484035326087
7,3969,906,1743,-0.9016799999999999,-0.2422830332880435
8,3964,908,1738,-0.8994342857142856,-0.24201766304347827
9,3967,907,1741,-0.8971885714285713,-0.24175229279891305
10,3967,908,1740,-0.894942857142857,-0.24148692255434784
11,3963,908,1741,-0.8926971428571429,-0.24122155230978262
12,3965,907,1740,-0.8904514285714286,-0.24095618206521738
13,3965,907,1741,-0.8882057142857143,-0.24069081182065216
14,3963,908,1740,-0.88596,-0.24042544157608695
15,3964,908,1740,-0.8837079999999999,-0.24016007133152173
16,3966,908,1737,-0.881456,-0.2398947010869565
17,3967,907,1739,-0.879204,-0.2396293308423913
18,3962,906,1739,-0.876952,-0.23936396059782608
19,3967,908,1740,-0.8746999999999999,-0.23909859035326086
20,3963,907,1741,-0.872448,-0.23883322010869565
21,3963,906,1740,-0.870196,-0.23856784986413043
22,3963,908,1740,-0.8679439999999999,-0.23830247961956522
23,3964,907,1740,-0.8656919999999999,-0.238037109375
24,3966,908,1740,-0.86344,-0.23777173913043478
25,3965,909,1742,-0.861188,-0.23750636888586957
26,3962,908,1738,-0.8589359999999999,-0.23724099864130435
27,3965,906,1739,-0.8566839999999999,-0.23697562839673914
28,3966,907,1739,-0.854432,-0.23671025815217392
29,3962,906,1740,-0.8521799999999999,-0.2364448879076087
30,3965,905,1739,-0.84956,-0.2361795176630435
31,3965,907,1737,-0.8469399999999999,-0.23591414741847827
32,3963,907,1740,-0.84432,-0.23564877717391305
33,3966,908,1742,-0.8416999999999999,-0.23538340692934784
34,3965,907,1740,-0.8390799999999999,-0.23511803668478262
35,3967,906,1739,-0.83646,-0.2348526664402174
36,3966,908,1741,-0.8338399999999999,-0.23458729619565216
37,3967,907,1739,-0.83122,-0.23432192595108695
38,3958,906,1741,-0.8285999999999999,-0.23405655570652173
39,3963,905,1739,-0.8259799999999999,-0.2337911854619565
40,3964,906,1740,-0.82336,-0.2335258152173913
41,3964,908,1740,-0.8207399999999999,-0.23326044497282608
42,3960,906,1740,-0.81812,-0.23299507472826086
43,3965,906,1739,-0.8154999999999999,-0.23272970448369565
44,3967,907,1739,-0.8128799999999999,-0.23246433423913043
45,3964,905,1740,-0.8069999999999999,-0.23219896399456522
46,3967,907,1740,-0.8011199999999999,-0.23193359375
47,3966,908,1740,-0.79524,-0.23166822350543478
48,3966,906,1740,-0.78936,-0.23140285326086957
49,3963,907,1739,-0.78348,-0.23113748301630435
50,3964,908,1740,-0.7776,-0.23087211277173914
51,3967,906,1740,-0.77172,-0.23060674252717392
52,3967,907,1739,-0.76584,-0.2303413722826087
53,3967,906,1739,-0.75996,-0.2300760020380435
54,3965,906,1738,-0.75408,-0.22981063179347827
55,3964,907,1740,-0.7482,-0.22954526154891305
56,3964,908,1738,-0.74232,-0.22927989130434784
57,3966,907,1738,-0.73644,-0.22901452105978262
58,3971,903,1741,-0.73056,-0.2287491508152174
59,3967,906,1738,-0.72468,-0.22848378057065216
60,3965,906,1741,-0.71828,-0.22821841032608695
61,3963,910,1739,-0.71188,-0.22795304008152173
62,3965,910,1739,-0.70548,-0.2276876698369565
63,3965,906,1740,-0.69908,-0.2274222995923913
64,3967,908,1743,-0.69268,-0.22715692934782608
65,3965,907,1737,-0.68628,-0.22689155910326086
66,3962,906,1739,-0.67988,-0.22662618885869565
67,3962,907,1739,-0.67348,-0.22636081861413043
68,3963,905,1739,-0.66708,-0.22609544836956522
69,3964,905,1740,-0.66068,-0.225830078125
70,3963,906,1740,-0.65428,-0.22556470788043478
71,3966,906,1737,-0.64788,-0.22529933763586957
72,3959,906,1737,-0.64148,-0.22503396739130435
73,3966,906,1739,-0.63508,-0.22476859714673914
74,3966,908,1740,-0.62868,-0.22450322690217392
75,3967,906,1738,-0.63192,-0.2242378566576087
76,3967,907,1739,-0.6351600000000001,-0.2239724864130435
77,3965,909,1740,-0.6384,-0.22370711616847827
78,3966,906,1738,-0.64164,-0.22344174592391305
79,3964,906,1740,-0.64488,-0.22317637567934784
80,3967,906,1741,-0.64812,-0.2229110054347826
81,3966,905,1739,-0.6513599999999999,-0.2226456351902174
82,3967,907,1739,-0.6546,-0.22238026494565216
83,3965,907,1739,-0.65784,-0.22211489470108695
84,3964,905,1740,-0.66108,-0.22184952445652173
85,3966,905,1738,-0.66432,-0.2215841542119565
86,3970,902,1742,-0.6675599999999999,-0.2213187839673913
87,3968,903,1740,-0.6708,-0.22105341372282608
88,3965,906,1740,-0.67404,-0.22078804347826086
89,3963,906,1737,-0.665828,-0.22052267323369565
90,3965,906,1740,-0.657616,-0.22025730298913043
91,3965,905,1738,-0.649404,-0.21999193274456522
92,3966,906,1734,-0.641192,-0.2197265625
93,3967,907,1735,-0.63298,-0.21946119225543478
94,3961,907,1737,-0.624768,-0.21919582201086957
