RECORDED=2021-01-07--11:51:19
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,acceleration,depth
0,3726,953,1774,-1.0211999999999999,-0.6591796875
1,4085,969,1782,-1.0212692307692306,-0.6591433570498512
2,4088,968,1785,-1.0213384615384615,-0.6591070265997023
3,4091,970,1795,-1.0214076923076922,-0.6590706961495536
4,4091,962,1789,-1.021476923076923,-0.6590343656994048
5,4091,959,1790,-1.0215461538461539,-0.6589980352492559
6,4091,947,1787,-1.0216153846153846,-0.6589617047991071
7,4090,966,1782,-1.0216846153846153,-0.6589253743489584
8,4086,968,1782,-1.021753846153846,-0.6588890438988095
9,4083,957,1786,-1.021823076923077,-0.6588527134486607
10,3991,940,1785,-1.0218923076923077,-0.6588163829985119
11,3856,941,1782,-1.0219615384615384,-0.6587800525483631
12,4057,966,1772,-1.0220307692307693,-0.6587437220982143
13,4091,967,1795,-1.0221,-0.6587073916480655
14,4091,958,1790,-1.0217014285714285,-0.6586710611979166
15,4092,948,1788,-1.021302857142857,-0.6586347307477679
16,4091,954,1785,-1.0209042857142856,-0.6585984002976191
17,4094,948,1789,-1.0205057142857143,-0.6585620698474702
18,4089,947,1789,-1.0201071428571429,-0.6585257393973214
19,4091,954,1790,-1.0197085714285714,-0.6584894089471727
20,4090,960,1792,-1.01931,-0.6584530784970238
21,4091,967,1796,-1.0189114285714285,-0.658416748046875
22,4091,958,1789,-1.018512857142857,-0.6583804175967262
23,4090,951,1787,-1.0181142857142855,-0.6583440871465773
24,4092,948,1786,-1.0177157142857143,-0.6583077566964286
25,4092,957,1787,-1.0173171428571428,-0.6582714262462798
26,4089,972,1779,-1.0169185714285713,-0.6582350957961309
27,4038,944,1787,-1.0165199999999999,-0.6581987653459821
28,3737,946,1776,-1.0167184615384615,-0.6581624348958334
29,4082,969,1778,-1.016916923076923,-0.6581261044456845
30,4092,967,1796,-1.0171153846153844,-0.6580897739955357
31,4090,952,1788,-1.017313846153846,-0.6580534435453869
32,4090,961,1784,-1.0175123076923076,-0.6580171130952381
33,4090,971,1779,-1.0177107692307692,-0.6579807826450893
34,4089,968,1782,-1.0179092307692306,-0.6579444521949405
35,4075,948,1789,-1.0181076923076922,-0.6579081217447916
36,3953,941,1783,-1.0183061538461537,-0.6578717912946429
37,3742,957,1771,-1.0185046153846153,-0.6578354608444941
38,4076,966,1775,-1.0187030769230767,-0.6577991303943452
39,4085,967,1788,-1.0189015384615383,-0.6577627999441964
40,4091,967,1796,-1.0191,-0.6577264694940477
41,4092,962,1790,-1.0192757142857143,-0.6576901390438988
42,4086,970,1783,-1.0194514285714285,-0.65765380859375
43,4088,970,1787,-1.0196271428571428,-0.6576174781436012
44,3799,961,1771,-1.019802857142857,-0.6575811476934523
45,3741,947,1778,-1.0199785714285714,-0.6575448172433036
46,3765,946,1778,-1.0201542857142856,-0.6575084867931548
47,3741,947,1777,-1.02033,-0.6574721563430059
48,3930,941,1785,-1.0205057142857143,-0.6574358258928571
49,3994,942,1786,-1.0206814285714285,-0.6573994954427084
50,4070,947,1788,-1.020857142857143,-0.6573631649925595
51,3893,943,1783,-1.021032857142857,-0.6573268345424107
52,3943,943,1783,-1.0212085714285715,-0.6572905040922619
53,3957,942,1785,-1.0213842857142856,-0.6572541736421131
54,4061,946,1788,-1.02156,-0.6572178431919643
55,4089,969,1780,-1.0211953846153847,-0.6571815127418155
56,4090,966,1781,-1.0208307692307692,-0.6571451822916666
57,4090,954,1786,-1.020466153846154,-0.6571088518415179
58,4090,951,1789,-1.0201015384615384,-0.6570725213913691
59,4092,953,1785,-1.019736923076923,-0.6570361909412202
60,4089,947,1788,-1.0193723076923076,-0.6569998604910714
61,4091,948,1787,-1.0190076923076923,-0.6569635300409227
62,4091,955,1785,-1.0186430769230768,-0.6569271995907738
63,4092,963,1789,-1.0182784615384615,-0.656890869140625
64,4090,966,1794,-1.017913846153846,-0.6568545386904762
65,4004,964,1768,-1.0175492307692307,-0.6568182082403273
66,3848,959,1772,-1.0171846153846151,-0.6567818777901786
67,4073,967,1774,-1.0168199999999998,-0.6567455473400298
68,4035,968,1773,-1.0169914285714283,-0.6567092168898809
69,4027,964,1773,-1.017162857142857,-0.6566728864397321
70,4043,965,1771,-1.0173342857142855,-0.6566365559895834
71,3742,948,1776,-1.017505714285714,-0.6566002255394345
72,3856,941,1784,-1.0176771428571427,-0.6565638950892857
73,3823,947,1780,-1.0178485714285712,-0.6565275646391369
74,3932,939,1786,-1.01802,-0.6564912341889881
75,4009,941,1788,-1.0181914285714284,-0.6564549037388393
76,4071,948,1787,-1.018362857142857,-0.6564185732886905
77,4074,948,1788,-1.0185342857142856,-0.6563822428385416
78,4079,957,1786,-1.018705714285714,-0.6563459123883929
79,4087,964,1782,-1.0188771428571426,-0.6563095819382441
80,4087,971,1779,-1.0190485714285713,-0.6562732514880952
81,4087,965,1783,-1.0192199999999998,-0.6562369210379464
82,4089,970,1779,-1.0189846153846152,-0.6562005905877977
83,4090,962,1784,-1.0187492307692305,-0.6561642601376488
84,4093,961,1781,-1.0185138461538459,-0.6561279296875
85,4090,962,1782,-1.0182784615384615,-0.6560915992373512
86,4090,965,1782,-1.0180430769230768,-0.6560552687872023
87,4089,961,1782,-1.0178076923076922,-0.6560189383370536
88,4091,962,1782,-1.0175723076923076,-0.6559826078869048
89,4090,959,1784,-1.017336923076923,-0.6559462774367559
90,4093,953,1791,-1.0171015384615383,-0.6559099469866071
91,4087,948,1789,-1.0168661538461539,-0.6558736165364584
92,4091,951,1786,-1.0166307692307692,-0.6558372860863095
93,4091,957,1789,-1.0163953846153846,-0.6558009556361607
94,4092,964,1791,-1.01616,-0.6557646251860119
95,4091,963,1795,-1.015122857142857,-0.6557282947358631
96,4094,968,1793,-1.0140857142857143,-0.6556919642857143
97,4072,969,1774,-1.0130485714285713,-0.6556556338355655
98,4066,968,1771,-1.0120114285714286,-0.6556193033854166
99,3819,959,1771,-1.0109742857142856,-0.6555829729352679
100,3728,947,1777,-1.0099371428571429,-0.6555466424851191
101,3720,952,1775,-1.0089,-0.6555103120349702
102,3755,946,1774,-1.007862857142857,-0.6554739815848214
103,4064,945,1790,-1.0068257142857142,-0.6554376511346727
104,4093,971,1780,-1.0057885714285713,-0.6554013206845238
105,4087,968,1781,-1.0047514285714285,-0.655364990234375
106,4091,948,1789,-1.0037142857142856,-0.6553286597842262
107,4092,962,1789,-1.0026771428571428,-0.6552923293340773
108,4089,970,1790,-1.0016399999999999,-0.6552559988839286
109,4089,963,1794,-1.0014784615384613,-0.6552196684337798
110,4091,965,1793,-1.001316923076923,-0.6551833379836309
111,4091,967,1794,-1.0011553846153844,-0.6551470075334821
112,4091,962,1790,-1.0009938461538461,-0.6551106770833334
113,4091,962,1791,-1.0008323076923076,-0.6550743466331845
114,4091,954,1786,-1.000670769230769,-0.6550380161830357
115,4091,955,1785,-1.0005092307692307,-0.6550016857328869
116,4092,957,1786,-1.0003476923076922,-0.6549653552827381
117,4092,949,1789,-1.0001861538461536,-0.6549290248325893
118,4091,949,1789,-1.0000246153846153,-0.6548926943824405
119,4094,952,1790,-0.9998630769230767,-0.6548563639322916
120,4090,959,1783,-0.9997015384615383,-0.6548200334821429
121,4091,969,1779,-0.9995399999999999,-0.6547837030319941
122,4089,964,1781,-0.9997971428571427,-0.6547473725818452
123,4090,969,1781,-1.0000542857142856,-0.6547110421316964
124,4089,955,1785,-1.0003114285714285,-0.6546747116815477
125,4089,972,1783,-1.0005685714285715,-0.6546383812313988
126,4090,969,1782,-1.0008257142857142,-0.65460205078125
127,4091,959,1784,-1.0010828571428572,-0.6545657203311012
128,4090,963,1782,-1.00134,-0.6545293898809523
129,4091,950,1787,-1.0015971428571429,-0.6544930594308036
130,4087,955,1783,-1.0018542857142858,-0.6544567289806548
131,4091,955,1786,-1.0021114285714285,-0.6544203985305059
132,4092,949,1789,-1.0023685714285715,-0.6543840680803571
133,4091,958,1784,-1.0026257142857145,-0.6543477376302084
134,4090,970,1778,-1.0028828571428572,-0.6543114071800595
135,4089,970,1780,-1.0031400000000001,-0.6542750767299107
136,4089,972,1779,-1.0032969230769233,-0.6542387462797619
137,4089,964,1783,-1.0034538461538463,-0.6542024158296131
138,4089,971,1778,-1.0036107692307694,-0.6541660853794643
139,4087,972,1779,-1.0037676923076924,-0.6541297549293155
140,4086,964,1782,-1.0039246153846155,-0.6540934244791666
141,4087,968,1782,-1.0040815384615385,-0.6540570940290179
142,4083,962,1783,-1.0042384615384616,-0.6540207635788691
143,4083,956,1786,-1.0043953846153846,-0.6539844331287202
144,4039,947,1791,-1.0045523076923077,-0.6539481026785714
145,3985,941,1787,-1.0047092307692307,-0.6539117722284227
146,4016,941,1787,-1.0048661538461539,-0.6538754417782738
147,3859,943,1783,-1.0050230769230768,-0.653839111328125
148,3952,942,1785,-1.00518,-0.6538027808779762
149,4062,947,1788,-1.0055142857142856,-0.6537664504278273
150,4060,946,1787,-1.0058485714285714,-0.6537301199776786
151,4080,950,1786,-1.006182857142857,-0.6536937895275298
152,4059,945,1788,-1.0065171428571429,-0.6536574590773809
153,4011,940,1787,-1.0068514285714285,-0.6536211286272321
154,4037,944,1788,-1.0071857142857144,-0.6535847981770834
155,4048,944,1786,-1.00752,-0.6535484677269345
156,3961,942,1784,-1.0078542857142856,-0.6535121372767857
157,3983,942,1785,-1.0081885714285714,-0.6534758068266369
158,3951,943,1783,-1.008522857142857,-0.6534394763764881
159,3775,946,1778,-1.008857142857143,-0.6534031459263393
160,3792,944,1781,-1.0091914285714285,-0.6533668154761905
161,3980,941,1789,-1.0095257142857144,-0.6533304850260416
162,3763,946,1778,-1.00986,-0.6532941545758929
163,3731,948,1775,-1.0093523076923077,-0.6532578241257441
164,3911,944,1782,-1.0088446153846153,-0.6532214936755952
165,3824,944,1781,-1.008336923076923,-0.6531851632254464
166,3723,947,1777,-1.0078292307692307,-0.6531488327752977
167,3870,962,1774,-1.0073215384615384,-0.6531125023251488
168,3749,959,1773,-1.006813846153846,-0.653076171875
169,3750,958,1773,-1.006306153846154,-0.6530398414248512
170,3766,945,1779,-1.0057984615384616,-0.6530035109747023
171,3836,944,1781,-1.0052907692307693,-0.6529671805245536
172,3818,945,1782,-1.004783076923077,-0.6529308500744048
173,3754,946,1778,-1.0042753846153847,-0.6528945196242559
174,3755,948,1778,-1.0037676923076924,-0.6528581891741071
175,3725,955,1773,-1.00326,-0.6528218587239584
176,3916,943,1782,-1.0020685714285715,-0.6527855282738095
177,3997,941,1787,-1.0008771428571428,-0.6527491978236607
178,3967,941,1786,-0.9996857142857143,-0.6527128673735119
179,3797,947,1778,-0.9984942857142858,-0.6526765369233631
180,3857,942,1783,-0.9973028571428572,-0.6526402064732143
181,3823,945,1780,-0.9961114285714286,-0.6526038760230655
182,3871,940,1783,-0.99492,-0.6525675455729166
183,3991,943,1789,-0.9937285714285714,-0.6525312151227679
184,4070,949,1786,-0.9925371428571429,-0.6524948846726191
185,4082,954,1787,-0.9913457142857143,-0.6524585542224702
186,4087,973,1780,-0.9901542857142858,-0.6524222237723214
187,4089,971,1780,-0.9889628571428571,-0.6523858933221727
188,4090,970,1779,-0.9877714285714286,-0.6523495628720238
189,4090,955,1789,-0.98658,-0.652313232421875
190,4090,955,1784,-0.9864184615384616,-0.6522769019717262
191,4091,951,1786,-0.9862569230769231,-0.6522405715215773
192,4091,963,1789,-0.9860953846153846,-0.6522042410714286
193,4089,969,1788,-0.9859338461538462,-0.6521679106212798
194,3741,945,1775,-0.9857723076923077,-0.6521315801711309
195,3866,941,1784,-0.9856107692307693,-0.6520952497209821
196,4083,957,1788,-0.9854492307692307,-0.6520589192708334
197,4085,964,1784,-0.9852876923076923,-0.6520225888206845
198,4087,967,1781,-0.9851261538461539,-0.6519862583705357
199,4080,952,1790,-0.9849646153846154,-0.6519499279203869
200,4043,944,1788,-0.9848030769230769,-0.6519135974702381
201,4081,953,1787,-0.9846415384615385,-0.6518772670200893
202,4054,946,1788,-0.98448,-0.6518409365699405
203,4062,946,1786,-0.9843171428571429,-0.6518046061197916
204,4085,961,1785,-0.9841542857142858,-0.6517682756696429
205,4086,959,1785,-0.9839914285714286,-0.6517319452194941
206,4086,966,1782,-0.9838285714285715,-0.6516956147693452
207,4087,973,1778,-0.9836657142857144,-0.6516592843191964
208,4089,969,1779,-0.9835028571428572,-0.6516229538690477
209,4090,968,1782,-0.9833400000000001,-0.6515866234188988
210,4091,966,1782,-0.9831771428571429,-0.65155029296875
211,4087,956,1783,-0.9830142857142857,-0.6515139625186012
212,4091,954,1786,-0.9828514285714286,-0.6514776320684523
213,4092,948,1788,-0.9826885714285715,-0.6514413016183036
214,4090,947,1790,-0.9825257142857143,-0.6514049711681548
215,4090,946,1790,-0.9823628571428572,-0.6513686407180059
216,4091,950,1790,-0.9822000000000001,-0.6513323102678571
217,4091,949,1789,-0.9817476923076923,-0.6512959798177084
218,4092,950,1787,-0.9812953846153847,-0.6512596493675595
219,4091,952,1788,-0.9808430769230769,-0.6512233189174107
220,4091,966,1794,-0.9803907692307693,-0.6511869884672619
221,4092,967,1797,-0.9799384615384615,-0.6511506580171131
222,4085,971,1778,-0.9794861538461538,-0.6511143275669643
223,4086,970,1784,-0.9790338461538461,-0.6510779971168155
224,3786,959,1773,-0.9785815384615384,-0.6510416666666666
225,3819,944,1782,-0.9781292307692306,-0.6510053362165179
226,3767,947,1779,-0.977676923076923,-0.6509690057663691
227,3804,946,1781,-0.9772246153846152,-0.6509326753162202
228,3859,941,1784,-0.9767723076923076,-0.6508963448660714
229,4058,946,1786,-0.9763199999999999,-0.6508600144159227
230,4067,949,1789,-0.9762599999999999,-0.6508236839657738
231,4046,943,1789,-0.9761999999999998,-0.650787353515625
232,4067,947,1786,-0.9761399999999999,-0.6507510230654762
233,3783,947,1776,-0.9760799999999998,-0.6507146926153273
234,3773,945,1778,-0.9760199999999999,-0.6506783621651786
235,3951,945,1788,-0.9759599999999998,-0.6506420317150298
236,3762,943,1779,-0.9758999999999999,-0.6506057012648809
237,3816,944,1777,-0.9758399999999999,-0.6505693708147321
238,3967,944,1785,-0.9757799999999999,-0.6505330403645834
239,3967,945,1786,-0.9757199999999999,-0.6504967099144345
240,3929,942,1784,-0.9756599999999999,-0.6504603794642857
241,3757,947,1778,-0.9755999999999999,-0.6504240490141369
242,3879,942,1783,-0.9755399999999999,-0.6503877185639881
243,3790,947,1781,-0.9754799999999999,-0.6503513881138393
244,3722,950,1775,-0.9775476923076922,-0.6503150576636905
245,3794,946,1779,-0.9796153846153846,-0.6502787272135416
246,3845,939,1785,-0.9816830769230769,-0.6502423967633929
247,3796,945,1782,-0.9837507692307691,-0.6502060663132441
248,3857,945,1783,-0.9858184615384614,-0.6501697358630952
249,3908,944,1787,-0.9878861538461537,-0.6501334054129464
250,3723,949,1775,-0.9899538461538461,-0.6500970749627977
251,3731,950,1774,-0.9920215384615384,-0.6500607445126488
252,4074,969,1774,-0.9940892307692307,-0.6500244140625
253,4085,968,1785,-0.9961569230769229,-0.6499880836123512
254,4087,969,1783,-0.9982246153846153,-0.6499517531622023
255,4090,968,1790,-1.0002923076923076,-0.6499154227120536
256,4089,969,1790,-1.00236,-0.6498790922619048
257,4082,969,1779,-1.001725714285714,-0.6498427618117559
258,4089,967,1791,-1.0010914285714285,-0.6498064313616071
259,4095,968,1795,-1.0004571428571427,-0.6497701009114584
260,4088,967,1790,-0.999822857142857,-0.6497337704613095
261,4090,967,1795,-0.9991885714285713,-0.6496974400111607
262,4089,967,1794,-0.9985542857142856,-0.6496611095610119
263,4091,964,1796,-0.9979199999999999,-0.6496247791108631
264,4093,967,1798,-0.9972857142857142,-0.6495884486607143
265,4090,966,1793,-0.9966514285714285,-0.6495521182105655
266,4091,952,1786,-0.9960171428571428,-0.6495157877604166
267,4091,954,1787,-0.995382857142857,-0.6494794573102679
268,4092,953,1785,-0.9947485714285713,-0.6494431268601191
269,4091,951,1787,-0.9941142857142856,-0.6494067964099702
270,4094,954,1788,-0.9934799999999999,-0.6493704659598214
271,4087,951,1788,-0.9937292307692307,-0.6493341355096727
272,4091,949,1789,-0.9939784615384615,-0.6492978050595238
273,4091,949,1789,-0.9942276923076923,-0.649261474609375
274,4091,950,1789,-0.9944769230769229,-0.6492251441592262
275,4090,948,1783,-0.9947261538461537,-0.6491888137090773
276,4093,953,1785,-0.9949753846153845,-0.6491524832589286
277,4090,966,1781,-0.9952246153846153,-0.6491161528087798
278,4090,963,1782,-0.995473846153846,-0.6490798223586309
279,4091,950,1789,-0.9957230769230768,-0.6490434919084821
280,4089,956,1781,-0.9959723076923075,-0.6490071614583334
281,4091,948,1788,-0.9962215384615383,-0.6489708310081845
282,4091,948,1789,-0.996470769230769,-0.6489345005580357
283,4091,950,1787,-0.9967199999999998,-0.6488981701078869
284,4091,956,1786,-0.9968871428571426,-0.6488618396577381
285,4091,972,1782,-0.9970542857142856,-0.6488255092075893
286,4087,967,1784,-0.9972214285714285,-0.6487891787574405
287,4079,953,1787,-0.9973885714285713,-0.6487528483072916
288,4073,950,1788,-0.9975557142857141,-0.6487165178571429
289,4086,965,1784,-0.997722857142857,-0.6486801874069941
290,4073,948,1787,-0.9978899999999999,-0.6486438569568452
291,4079,952,1787,-0.9980571428571428,-0.6486075265066964
292,4021,939,1787,-0.9982242857142856,-0.6485711960565477
293,3796,945,1779,-0.9983914285714285,-0.6485348656063988
294,3719,952,1776,-0.9985585714285714,-0.64849853515625
295,3918,963,1770,-0.9987257142857142,-0.6484622047061012
296,4084,969,1779,-0.998892857142857,-0.6484258742559523
297,4088,960,1790,-0.99906,-0.6483895438058036
298,4090,967,1794,-0.9984046153846153,-0.6483532133556548
299,4091,964,1789,-0.9977492307692307,-0.6483168829055059
300,4092,949,1789,-0.9970938461538461,-0.6482805524553571
301,4091,947,1787,-0.9964384615384615,-0.6482442220052084
302,4090,948,1790,-0.9957830769230769,-0.6482078915550595
303,4090,963,1783,-0.9951276923076923,-0.6481715611049107
304,4090,969,1780,-0.9944723076923077,-0.6481352306547619
305,4090,968,1779,-0.993816923076923,-0.6480989002046131
306,4089,965,1781,-0.9931615384615384,-0.6480625697544643
307,4087,972,1777,-0.9925061538461538,-0.6480262393043155
308,4089,972,1781,-0.9918507692307692,-0.6479899088541666
309,4088,968,1778,-0.9911953846153846,-0.6479535784040179
310,4084,955,1786,-0.99054,-0.6479172479538691
311,4078,947,1786,-0.98991,-0.6478809175037202
312,4065,945,1789,-0.9892799999999999,-0.6478445870535714
313,4079,952,1787,-0.9886499999999999,-0.6478082566034227
314,4083,962,1785,-0.9880199999999999,-0.6477719261532738
315,4088,964,1783,-0.9873899999999999,-0.647735595703125
316,4088,971,1780,-0.9867599999999999,-0.6476992652529762
317,4086,964,1783,-0.98613,-0.6476629348028273
318,4090,969,1782,-0.9854999999999999,-0.6476266043526786
319,4087,963,1783,-0.9848699999999999,-0.6475902739025298
320,4088,971,1780,-0.9842399999999999,-0.6475539434523809
321,4090,952,1786,-0.9836099999999999,-0.6475176130022321
322,4091,954,1785,-0.9829799999999999,-0.6474812825520834
323,4089,962,1777,-0.9823499999999998,-0.6474449521019345
324,4087,961,1783,-0.9817199999999998,-0.6474086216517857
325,4090,955,1786,-0.9813830769230768,-0.6473722912016369
326,4091,962,1782,-0.9810461538461537,-0.6473359607514881
327,4090,959,1783,-0.9807092307692307,-0.6472996303013393
328,4090,957,1784,-0.9803723076923075,-0.6472632998511905
329,4090,971,1778,-0.9800353846153845,-0.6472269694010416
330,4089,974,1780,-0.9796984615384615,-0.6471906389508929
331,4087,973,1779,-0.9793615384615384,-0.6471543085007441
332,4090,969,1779,-0.9790246153846154,-0.6471179780505952
333,4093,957,1787,-0.9786876923076924,-0.6470816476004464
