RECORDED=2021-01-07--11:47:21
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,acceleration,depth
0,3932,794,1604,-1.0077,0.0
1,3929,794,1602,-1.0053100000000001,-5.799064726840855e-05
2,3930,796,1604,-1.00292,-0.0001159812945368171
3,3930,794,1603,-1.00053,-0.00017397194180522564
4,3932,795,1603,-0.99814,-0.0002319625890736342
5,3929,794,1604,-0.99575,-0.00028995323634204275
6,3929,793,1604,-0.99336,-0.00034794388361045127
7,3927,799,1605,-0.99097,-0.00040593453087885985
8,3928,795,1602,-0.98858,-0.0004639251781472684
9,3930,794,1605,-0.98619,-0.000521915825415677
10,3927,795,1601,-0.9838,-0.0005799064726840855
11,3930,794,1601,-0.98141,-0.000637897119952494
12,3929,795,1603,-0.97902,-0.0006958877672209025
13,3929,793,1604,-0.9784384615384615,-0.0007538784144893111
14,3928,793,1603,-0.9778569230769231,-0.0008118690617577197
15,3930,794,1604,-0.9772753846153845,-0.0008698597090261282
16,3932,796,1604,-0.9766938461538461,-0.0009278503562945368
17,3931,795,1603,-0.9761123076923076,-0.0009858410035629454
18,3927,796,1603,-0.9755307692307692,-0.001043831650831354
19,3923,794,1603,-0.9749492307692307,-0.0011018222980997625
20,3929,793,1604,-0.9743676923076923,-0.001159812945368171
21,3929,793,1604,-0.9737861538461537,-0.0012178035926365795
22,3931,795,1602,-0.9732046153846153,-0.001275794239904988
23,3932,796,1604,-0.9726230769230768,-0.0013337848871733966
24,3931,793,1603,-0.9720415384615384,-0.001391775534441805
25,3931,794,1602,-0.9714599999999999,-0.0014497661817102136
26,3927,796,1602,-0.9720046153846152,-0.0015077568289786221
27,3929,793,1601,-0.9725492307692307,-0.0015657474762470309
28,3927,794,1604,-0.9730938461538461,-0.0016237381235154394
29,3927,795,1602,-0.9736384615384615,-0.001681728770783848
30,3932,795,1602,-0.9741830769230769,-0.0017397194180522565
31,3925,799,1604,-0.9747276923076923,-0.001797710065320665
32,3928,794,1604,-0.9752723076923077,-0.0018557007125890735
33,3928,794,1604,-0.975816923076923,-0.001913691359857482
34,3929,794,1602,-0.9763615384615385,-0.001971682007125891
35,3932,794,1601,-0.9769061538461539,-0.0020296726543942993
36,3931,794,1604,-0.9774507692307692,-0.002087663301662708
37,3930,795,1602,-0.9779953846153847,-0.0021456539489311164
38,3927,795,1605,-0.9785400000000001,-0.002203644596199525
39,3927,796,1603,-0.980565,-0.0022616352434679334
40,3930,795,1603,-0.9825900000000001,-0.002319625890736342
41,3932,795,1604,-0.984615,-0.0023776165380047505
42,3931,793,1604,-0.9866400000000001,-0.002435607185273159
43,3926,796,1600,-0.988665,-0.0024935978325415675
44,3925,795,1604,-0.9906900000000001,-0.002551588479809976
45,3934,797,1604,-0.992715,-0.0026095791270783846
46,3930,792,1603,-0.99474,-0.002667569774346793
47,3929,793,1604,-0.996765,-0.0027255604216152017
48,3931,793,1603,-0.99879,-0.00278355106888361
49,3928,794,1604,-1.000815,-0.0028415417161520187
50,3932,795,1603,-1.00284,-0.0028995323634204272
51,3929,793,1604,-1.0041923076923076,-0.0029575230106888358
52,3931,792,1604,-1.0055446153846153,-0.0030155136579572443
53,3929,795,1603,-1.0068969230769231,-0.003073504305225653
54,3926,797,1602,-1.0082492307692308,-0.0031314949524940618
55,3929,793,1603,-1.0096015384615384,-0.0031894855997624703
56,3929,795,1603,-1.010953846153846,-0.003247476247030879
57,3930,795,1604,-1.012306153846154,-0.0033054668942992874
58,3932,798,1609,-1.0136584615384616,-0.003363457541567696
59,3927,795,1603,-1.0150107692307693,-0.0034214481888361044
60,3927,794,1604,-1.016363076923077,-0.003479438836104513
61,3927,794,1602,-1.0177153846153848,-0.0035374294833729215
62,3931,794,1601,-1.0190676923076925,-0.00359542013064133
63,3928,797,1602,-1.02042,-0.0036534107779097385
64,3926,794,1602,-1.021523076923077,-0.003711401425178147
65,3929,797,1603,-1.0226261538461539,-0.0037693920724465556
66,3927,795,1602,-1.0237292307692307,-0.003827382719714964
