RECORDED=2021-01-07--11:52:17
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,acceleration,depth
0,4090,961,1671,-0.4863,0.0
1,4090,958,1678,-0.46728000000000003,0.0
2,4089,965,1668,-0.44826,0.0
3,3739,992,1623,-0.42924,0.0
4,3981,952,1661,-0.41022000000000003,0.0
5,4082,959,1665,-0.3912,0.0
6,4090,986,1651,-0.37218,0.0
7,4090,980,1652,-0.35316000000000003,0.0
8,4089,971,1657,-0.33414,0.0
9,3944,950,1654,-0.31512,0.0
10,4087,983,1650,-0.29610000000000003,0.0
11,4090,987,1637,-0.27708,0.0
12,4090,979,1651,-0.25806,0.0
13,4085,974,1650,-0.266055,0.0
14,3732,971,1634,-0.27405,0.0
15,4087,978,1653,-0.282045,0.0
16,4093,981,1654,-0.29004,0.0
17,4059,990,1629,-0.298035,0.0
18,4085,967,1660,-0.30603,0.0
19,4091,958,1674,-0.314025,0.0
20,3859,955,1645,-0.32202,0.0
21,4088,989,1639,-0.330015,0.0
22,4089,959,1665,-0.33801,0.0
23,4015,951,1658,-0.346005,0.0
24,4090,994,1638,-0.354,0.0
25,4088,964,1661,-0.35520999999999997,0.0
26,3909,957,1647,-0.35641999999999996,0.0
27,4093,983,1646,-0.35763,0.0
28,3673,979,1624,-0.35884,0.0
29,4089,989,1637,-0.36005,0.0
30,3915,990,1619,-0.36126,0.0
31,4085,965,1658,-0.36247,0.0
32,4092,957,1671,-0.36368,0.0
33,3708,977,1627,-0.36489,0.0
34,4091,980,1646,-0.3661,0.0
35,4087,975,1649,-0.36731,0.0
36,4078,981,1631,-0.36852,0.0
37,4090,975,1648,-0.36262500000000003,0.0
38,4086,970,1650,-0.35673,0.0
39,4075,952,1663,-0.350835,0.0
40,4090,960,1663,-0.34494,0.0
41,3672,985,1614,-0.339045,0.0
42,4079,955,1662,-0.33315,0.0
43,4092,953,1672,-0.327255,0.0
44,3729,966,1626,-0.32136,0.0
45,4087,974,1646,-0.315465,0.0
46,4090,953,1666,-0.30957,0.0
47,3764,961,1630,-0.30367500000000003,0.0
48,4089,984,1632,-0.29778,0.0
